Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Date
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,41.424,2,0.2,8.2848,2020-10-06 10:54:56.307415192
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.132,2,0.7,-2.61,2020-10-06 12:41:17.093965776
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,1085.42,7,0.0,282.2092,2020-10-06 14:27:37.880516364
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,3.912,1,0.2,1.0269,2020-10-06 16:13:58.667066948
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,62.376,3,0.2,7.0173,2020-10-06 18:00:19.453617532
Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,29.05,5,0.0,9.0055,2020-10-06 19:46:40.240168120
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,180.96,6,0.2,67.86,2020-10-06 21:33:01.026718704
First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Binders,4.419,3,0.7,-3.3879,2020-10-06 23:19:21.813269288
First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Art,16.032,6,0.2,2.2044,2020-10-07 01:05:42.599819876
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,29.79,3,0.0,12.5118,2020-10-07 02:52:03.386370460
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,57.23,1,0.0,14.3075,2020-10-07 04:38:24.172921048
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,333.0,3,0.2,-16.65,2020-10-07 06:24:44.959471632
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,36.44,4,0.0,12.0252,2020-10-07 08:11:05.746022216
First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Paper,251.64,3,0.2,88.074,2020-10-07 09:57:26.532572804
First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Tables,523.764,3,0.4,-192.0468,2020-10-07 11:43:47.319123388
First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Technology,Phones,1359.96,5,0.2,118.9965,2020-10-07 13:30:08.105673972
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,102.592,1,0.2,10.2592,2020-10-07 15:16:28.892224560
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,22.704,1,0.2,5.9598,2020-10-07 17:02:49.678775144
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,93.024,3,0.2,33.7212,2020-10-07 18:49:10.465325728
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Supplies,12.768,2,0.2,1.4364,2020-10-07 20:35:31.251876316
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,35.008,4,0.2,13.128,2020-10-07 22:21:52.038426900
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,39.152,1,0.2,14.682,2020-10-08 00:08:12.824977484
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Art,11.76,5,0.2,1.323,2020-10-08 01:54:33.611528072
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,5.238,2,0.7,-4.0158,2020-10-08 03:40:54.398078656
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,4.662,3,0.7,-3.7296,2020-10-08 05:27:15.184629240
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Chairs,523.92,5,0.2,-72.039,2020-10-08 07:13:35.971179828
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Technology,Phones,100.792,1,0.2,10.0792,2020-10-08 08:59:56.757730412
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Chairs,146.136,3,0.2,16.4403,2020-10-08 10:46:17.544281000
Same Day,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,25.06,2,0.0,11.7782,2020-10-08 12:32:38.330831584
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,19.824,6,0.2,6.4428,2020-10-08 14:18:59.117382168
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,823.96,5,0.2,51.4975,2020-10-08 16:05:19.903932756
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,15.984,2,0.2,4.995,2020-10-08 17:51:40.690483340
Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Tables,801.96,2,0.0,200.49,2020-10-08 19:38:01.477033924
Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Technology,Phones,59.97,3,0.0,0.0,2020-10-08 21:24:22.263584512
Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Chairs,1056.86,7,0.0,306.4894,2020-10-08 23:10:43.050135096
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,12.816,3,0.2,4.3254,2020-10-09 00:57:03.836685680
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,314.352,3,0.2,-15.7176,2020-10-09 02:43:24.623236268
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.98,2,0.0,8.9206,2020-10-09 04:29:45.409786852
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,18.24,6,0.2,6.156,2020-10-09 06:16:06.196337436
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,991.2,6,0.0,257.712,2020-10-09 08:02:26.982888024
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,879.984,2,0.2,329.994,2020-10-09 09:48:47.769438608
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,12.96,9,0.2,4.536,2020-10-09 11:35:08.555989192
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,107.44,10,0.2,10.744,2020-10-09 13:21:29.342539780
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,1458.65,5,0.0,423.0085,2020-10-09 15:07:50.129090364
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,26.64,1,0.0,7.4592,2020-10-09 16:54:10.915640952
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,476.8,2,0.0,119.2,2020-10-09 18:40:31.702191536
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,87.444,2,0.1,18.4604,2020-10-09 20:26:52.488742120
Standard Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,76.14,3,0.0,26.649,2020-10-09 22:13:13.275292708
Standard Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders,19.96,2,0.0,9.3812,2020-10-09 23:59:34.061843292
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,1049.97,5,0.4,-209.994,2020-10-10 01:45:54.848393876
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,611.058,3,0.3,-34.9176,2020-10-10 03:32:15.634944464
Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Fasteners,2.368,2,0.2,0.8288,2020-10-10 05:18:36.421495048
Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,19.008,3,0.2,6.8904,2020-10-10 07:04:57.208045632
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Technology,Phones,911.984,2,0.2,113.998,2020-10-10 08:51:17.994596220
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Chairs,674.352,3,0.2,-109.5822,2020-10-10 10:37:38.781146804
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,134.01,9,0.0,36.1827,2020-10-10 12:23:59.567697388
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Technology,Accessories,170.97,3,0.0,70.0977,2020-10-10 14:10:20.354247976
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Furniture,Chairs,170.352,3,0.2,10.647,2020-10-10 15:56:41.140798560
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,7.184,2,0.2,2.245,2020-10-10 17:43:01.927349144
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,6.28,2,0.0,0.0628,2020-10-10 19:29:22.713899732
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,480.74,2,0.0,14.4222,2020-10-10 21:15:43.500450316
First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Bookcases,616.998,6,0.15,-36.294,2020-10-10 23:02:04.287000904
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,141.4,5,0.0,38.178,2020-10-11 00:48:25.073551488
Second Class,Home Office,United States,Canton,Michigan,48187,Central,Office Supplies,Storage,501.81,3,0.0,0.0,2020-10-11 02:34:45.860102072
First Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,691.96,4,0.0,318.3016,2020-10-11 04:21:06.646652660
First Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,34.95,5,0.0,15.378,2020-10-11 06:07:27.433203244
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,85.96,7,0.0,40.4012,2020-10-11 07:53:48.219753828
Same Day,Home Office,United States,Quincy,Massachusetts,2169,East,Furniture,Furnishings,85.3,2,0.0,14.501,2020-10-11 09:40:09.006304416
First Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,33.568,8,0.8,-53.7088,2020-10-11 11:26:29.792855000
Standard Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,4.95,1,0.0,2.178,2020-10-11 13:12:50.579405584
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,26.4,5,0.0,0.0,2020-10-11 14:59:11.365956172
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,2020-10-11 16:45:32.152506756
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,823.96,5,0.2,51.4975,2020-10-11 18:31:52.939057340
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,10.272,3,0.2,0.8988,2020-10-11 20:18:13.725607928
Same Day,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,447.944,7,0.2,89.5888,2020-10-11 22:04:34.512158512
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,480.96,3,0.5,-269.3376,2020-10-11 23:50:55.298709096
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,124.792,1,0.2,10.9193,2020-10-12 01:37:16.085259684
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,40.176,3,0.2,14.5638,2020-10-12 03:23:36.871810268
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,10.896,3,0.2,3.9498,2020-10-12 05:09:57.658360856
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,10.64,4,0.0,2.7664,2020-10-12 06:56:18.444911440
Standard Class,Consumer,United States,Champaign,Illinois,61821,Central,Furniture,Furnishings,151.96,5,0.6,-182.352,2020-10-12 08:42:39.231462024
Second Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,238.0,2,0.0,38.08,2020-10-12 10:29:00.018012612
Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Accessories,155.34,6,0.0,55.9224,2020-10-12 12:15:20.804563196
Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,148.32,9,0.0,63.7776,2020-10-12 14:01:41.591113780
Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,240.784,1,0.2,27.0882,2020-10-12 15:48:02.377664368
Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,191.968,7,0.2,16.7972,2020-10-12 17:34:23.164214952
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,11.56,2,0.0,5.6644,2020-10-12 19:20:43.950765536
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Envelopes,11.8,4,0.0,5.664,2020-10-12 21:07:04.737316124
Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,842.352,3,0.2,42.1176,2020-10-12 22:53:25.523866708
Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284,2020-10-13 00:39:46.310417292
Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,86.058,7,0.7,-63.1092,2020-10-13 02:26:07.096967880
Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,108.784,2,0.2,6.799,2020-10-13 04:12:27.883518464
Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,10.272,3,0.2,3.21,2020-10-13 05:58:48.670069048
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,38.19,5,0.7,-26.733,2020-10-13 07:45:09.456619636
First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,49.632,4,0.2,3.7224,2020-10-13 09:31:30.243170220
First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,52.096,4,0.2,3.9072,2020-10-13 11:17:51.029720804
Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Paper,9.568,2,0.2,2.99,2020-10-13 13:04:11.816271392
Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Storage,82.368,2,0.2,-19.5624,2020-10-13 14:50:32.602821976
Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,364.704,6,0.2,-36.4704,2020-10-13 16:36:53.389372564
Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,40.256,4,0.2,11.0704,2020-10-13 18:23:14.175923148
Standard Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.368,3,0.2,0.3822,2020-10-13 20:09:34.962473732
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,12.128,4,0.8,-20.6176,2020-10-13 21:55:55.749024320
Second Class,Consumer,United States,Bloomington,Indiana,47401,Central,Technology,Phones,134.85,3,0.0,37.758,2020-10-13 23:42:16.535574904
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,8.56,2,0.0,2.6536,2020-10-14 01:28:37.322125488
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Phones,239.97,3,0.0,67.1916,2020-10-14 03:14:58.108676076
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Storage,356.94,2,0.0,107.082,2020-10-14 05:01:18.895226660
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,659.9,2,0.0,217.767,2020-10-14 06:47:39.681777244
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,1684.752,6,0.2,210.594,2020-10-14 08:34:00.468327832
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,559.92,8,0.0,190.3728,2020-10-14 10:20:21.254878416
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,279.944,7,0.2,48.9902,2020-10-14 12:06:42.041429000
Standard Class,Home Office,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,9.98,5,0.8,-16.467,2020-10-14 13:53:02.827979588
Standard Class,Home Office,United States,Texarkana,Arkansas,71854,South,Technology,Accessories,48.9,5,0.0,18.093,2020-10-14 15:39:23.614530172
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Fasteners,3.552,3,0.2,1.2432,2020-10-14 17:25:44.401080756
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,2020-10-14 19:12:05.187631344
Standard Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Fasteners,2.368,2,0.2,0.8288,2020-10-14 20:58:25.974181928
First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Accessories,127.984,2,0.2,25.5968,2020-10-14 22:44:46.760732516
Standard Class,Corporate,United States,Baytown,Texas,77520,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,2020-10-15 00:31:07.547283100
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,47.984,2,0.2,-1.1996,2020-10-15 02:17:28.333833684
Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,270.34,14,0.0,75.6952,2020-10-15 04:03:49.120384272
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,98.112,7,0.2,18.396,2020-10-15 05:50:09.906934856
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,563.808,4,0.2,21.1428,2020-10-15 07:36:30.693485440
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,10.428,4,0.7,-6.952,2020-10-15 09:22:51.480036028
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,547.136,4,0.2,-68.392,2020-10-15 11:09:12.266586612
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,14.85,5,0.4,-3.2175,2020-10-15 12:55:33.053137196
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,41.988,2,0.4,-9.7972,2020-10-15 14:41:53.839687784
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,7.584,1,0.2,2.37,2020-10-15 16:28:14.626238368
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,352.45,5,0.5,-211.47,2020-10-15 18:14:35.412788952
First Class,Consumer,United States,Pearland,Texas,77581,Central,Technology,Phones,470.376,3,0.2,52.9173,2020-10-15 20:00:56.199339540
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2020-10-15 21:47:16.985890124
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,9.82,2,0.0,3.2406,2020-10-15 23:33:37.772440708
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,801.6,5,0.5,-448.896,2020-10-16 01:19:58.558991296
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,161.568,2,0.2,10.098,2020-10-16 03:06:19.345541880
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,16.096,2,0.2,5.2312,2020-10-16 04:52:40.132092468
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.656,4,0.7,-6.1248,2020-10-16 06:39:00.918643052
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,311.976,3,0.2,-42.8967,2020-10-16 08:25:21.705193636
Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Storage,61.68,4,0.0,16.6536,2020-10-16 10:11:42.491744224
Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,63.96,4,0.0,30.7008,2020-10-16 11:58:03.278294808
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,359.976,3,0.2,35.9976,2020-10-16 13:44:24.064845392
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,25.344,6,0.2,7.92,2020-10-16 15:30:44.851395980
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,26.72,5,0.2,9.352,2020-10-16 17:17:05.637946564
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,30.28,2,0.0,1.2112,2020-10-16 19:03:26.424497148
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,57.93,3,0.0,16.2204,2020-10-16 20:49:47.211047736
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,35.34,2,0.0,13.4292,2020-10-16 22:36:07.997598320
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,137.24,5,0.2,46.3185,2020-10-17 00:22:28.784148904
First Class,Consumer,United States,Harlingen,Texas,78550,Central,Furniture,Bookcases,241.332,5,0.32,-14.196,2020-10-17 02:08:49.570699492
First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,5.184,1,0.2,1.8792,2020-10-17 03:55:10.357250076
First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Art,145.544,7,0.2,16.3737,2020-10-17 05:41:31.143800660
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,5.472,3,0.2,1.6416,2020-10-17 07:27:51.930351248
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.984,2,0.2,13.1956,2020-10-17 09:14:12.716901832
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Art,9.4,5,0.0,2.726,2020-10-17 11:00:33.503452420
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Labels,74.0,5,0.0,37.0,2020-10-17 12:46:54.290003004
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Technology,Phones,201.584,2,0.2,12.599,2020-10-17 14:33:15.076553588
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Envelopes,28.752,3,0.2,9.3444,2020-10-17 16:19:35.863104176
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,27.216,3,0.2,9.8658,2020-10-17 18:05:56.649654760
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,197.372,2,0.3,-25.3764,2020-10-17 19:52:17.436205344
Same Day,Consumer,United States,Greenwood,Indiana,46142,Central,Furniture,Chairs,1424.9,5,0.0,356.225,2020-10-17 21:38:38.222755932
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,14.56,2,0.0,6.2608,2020-10-17 23:24:59.009306516
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.048,1,0.2,1.0287,2020-10-18 01:11:19.795857100
Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,25.92,5,0.2,9.072,2020-10-18 02:57:40.582407688
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Supplies,835.17,7,0.0,16.7034,2020-10-18 04:44:01.368958272
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,17.34,3,0.0,8.4966,2020-10-18 06:30:22.155508856
Standard Class,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Paper,44.384,1,0.2,15.5344,2020-10-18 08:16:42.942059444
Standard Class,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Supplies,2.944,1,0.2,-0.6624,2020-10-18 10:03:03.728610028
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,6.368,2,0.2,1.0348,2020-10-18 11:49:24.515160612
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,48.848,2,0.2,15.8756,2020-10-18 13:35:45.301711200
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,19.648,2,0.2,6.6312,2020-10-18 15:22:06.088261784
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,255.108,6,0.3,-18.222,2020-10-18 17:08:26.874812372
Second Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Binders,17.248,2,0.2,6.0368,2020-10-18 18:54:47.661362956
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,159.984,2,0.2,13.9986,2020-10-18 20:41:08.447913540
Standard Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,12.7,2,0.0,5.842,2020-10-18 22:27:29.234464128
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,5.47,1,0.0,2.3521,2020-10-19 00:13:50.021014712
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Art,79.36,4,0.0,23.808,2020-10-19 02:00:10.807565296
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,22.14,3,0.0,6.4206,2020-10-19 03:46:31.594115884
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,11.277,3,0.7,-8.6457,2020-10-19 05:32:52.380666468
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Art,4.448,2,0.2,0.3336,2020-10-19 07:19:13.167217052
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Furniture,Furnishings,44.76,3,0.2,14.547,2020-10-19 09:05:33.953767640
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,38.28,6,0.0,17.6088,2020-10-19 10:51:54.740318224
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,149.95,5,0.0,44.985,2020-10-19 12:38:15.526868808
First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Art,12.84,3,0.0,3.4668,2020-10-19 14:24:36.313419396
First Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,44.67,3,0.0,12.0609,2020-10-19 16:10:57.099969980
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,7.872,3,0.2,0.8856,2020-10-19 17:57:17.886520564
Second Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,7.872,3,0.2,0.8856,2020-10-19 19:43:38.673071152
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,88.04,4,0.0,22.8904,2020-10-19 21:29:59.459621736
First Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,40.635,7,0.7,-32.508,2020-10-19 23:16:20.246172324
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,5.728,8,0.8,-9.1648,2020-10-20 01:02:41.032722908
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,42.24,10,0.2,13.2,2020-10-20 02:49:01.819273492
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,53.82,9,0.0,24.219,2020-10-20 04:35:22.605824080
Second Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,79.36,4,0.0,20.6336,2020-10-20 06:21:43.392374664
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,13.48,2,0.0,6.74,2020-10-20 08:08:04.178925248
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,29.8,5,0.2,9.3125,2020-10-20 09:54:24.965475836
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,414.0,8,0.0,124.2,2020-10-20 11:40:45.752026420
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,41.328,7,0.2,14.9814,2020-10-20 13:27:06.538577004
First Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Furnishings,39.92,4,0.0,11.1776,2020-10-20 15:13:27.325127592
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,8.94,3,0.0,4.1124,2020-10-20 16:59:48.111678176
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,84.784,2,0.2,-20.1362,2020-10-20 18:46:08.898228760
