Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
4014,Loafers,29.0,2023-07-24,4.3,Cash
3963,Bowtie,145.0,2022-11-27,,Cash
3957,Coat,90.0,2022-10-07,2.1,Credit Card
3996,Umbrella,73.0,2023-06-23,1.5,Cash
4024,Tunic,16.0,2023-03-08,4.8,Cash
4033,Flannel Shirt,137.0,2023-03-22,2.8,Cash
4120,Gloves,153.0,2022-10-22,4.0,Cash
4119,Hat,,2023-09-24,,Cash
4077,Jacket,190.0,2023-05-22,2.2,Credit Card
3988,Swimsuit,166.0,2023-08-30,3.5,Credit Card
4030,Blouse,135.0,2023-07-16,3.6,Cash
4063,Trench Coat,44.0,2023-04-17,1.5,Credit Card
4002,Raincoat,125.0,2022-10-12,2.8,Credit Card
4082,Sweater,,2023-02-27,,Credit Card
4122,Belt,32.0,2023-01-30,4.6,Cash
4019,Kimono,91.0,2023-04-06,2.1,Cash
3964,Pajamas,191.0,2023-04-30,2.5,Credit Card
3987,Coat,,2023-05-09,1.5,Credit Card
4027,Swimsuit,86.0,2022-10-19,3.3,Cash
4083,Shorts,192.0,2023-03-23,3.8,Cash
3974,Trousers,189.0,2022-10-20,4.0,Cash
4110,Umbrella,102.0,2023-01-26,1.4,Credit Card
4049,Boots,41.0,2023-09-28,3.4,Cash
4105,Polo Shirt,45.0,2023-02-05,2.5,Cash
4080,Jumpsuit,136.0,2023-05-17,3.7,Cash
4101,Shorts,,2023-02-15,4.9,Cash
4068,Cardigan,104.0,2023-05-07,3.6,Credit Card
4023,Blazer,151.0,2023-08-01,2.1,Credit Card
4117,Onesie,,2023-06-19,2.1,Cash
4078,Cardigan,26.0,2023-02-04,3.0,Credit Card
3987,Sandals,193.0,2023-01-18,4.3,Credit Card
4052,Scarf,144.0,2022-10-15,1.3,Cash
4088,T-shirt,114.0,2023-04-22,4.2,Credit Card
4104,Poncho,28.0,2023-06-06,3.0,Credit Card
3961,Handbag,,2023-08-28,3.7,Cash
4023,Sunglasses,28.0,2023-05-15,4.1,Credit Card
3998,Vest,184.0,2023-09-07,3.2,Cash
4105,Scarf,42.0,2023-01-18,2.5,Credit Card
3971,Blazer,151.0,2022-10-13,4.7,Credit Card
3994,Backpack,56.0,2023-04-27,3.4,Cash
4038,Trench Coat,43.0,2023-05-31,4.2,Cash
4075,Dress,24.0,2023-09-25,3.3,Credit Card
3991,Overalls,142.0,2022-12-02,4.1,Credit Card
4048,Flip-Flops,,2023-07-09,3.7,Credit Card
3998,Kimono,,2022-12-10,2.7,Credit Card
3970,Sweater,191.0,2023-01-03,4.0,Cash
4026,Raincoat,142.0,2023-01-03,4.2,Credit Card
4049,T-shirt,30.0,2023-05-05,3.3,Credit Card
4064,Flip-Flops,172.0,2023-04-30,4.8,Credit Card
4119,Overalls,80.0,2023-06-02,3.5,Cash
4048,Trousers,,2023-07-23,3.7,Credit Card
3969,Blazer,146.0,2023-08-26,,Cash
4031,Raincoat,,2023-02-22,1.1,Cash
4031,Skirt,161.0,2022-11-12,1.4,Credit Card
4092,T-shirt,49.0,2023-08-12,4.2,Credit Card
4120,Raincoat,,2022-10-10,4.4,Cash
3976,Camisole,164.0,2023-06-21,4.3,Credit Card
4088,Hat,154.0,2023-05-21,4.9,Cash
4006,Vest,,2023-06-19,2.8,Credit Card
4117,Raincoat,30.0,2023-08-29,,Credit Card
4003,T-shirt,,2023-06-18,5.0,Credit Card
3981,Skirt,157.0,2023-05-10,4.2,Cash
4110,Belt,63.0,2023-03-19,4.1,Credit Card
3999,Kimono,116.0,2023-01-21,2.3,Cash
4096,Socks,17.0,2023-06-16,2.4,Credit Card
4039,Hoodie,170.0,2023-03-19,4.4,Credit Card
4037,Flannel Shirt,174.0,2023-09-13,2.3,Credit Card
4034,Trench Coat,133.0,2023-08-04,4.0,Credit Card
4026,Pants,185.0,2022-10-25,1.9,Credit Card
4049,Tie,126.0,2023-04-18,1.4,Cash
3981,Shorts,,2023-05-31,3.6,Cash
4093,Kimono,,2023-01-15,3.0,Cash
4105,T-shirt,133.0,2023-07-22,2.5,Credit Card
4047,Pants,97.0,2023-05-02,3.8,Cash
3993,Jumpsuit,90.0,2023-01-14,4.2,Credit Card
3960,Wallet,91.0,2023-03-06,4.0,Credit Card
3992,Sandals,98.0,2023-09-15,2.3,Credit Card
4089,Gloves,43.0,2022-12-27,3.3,Cash
4029,Onesie,141.0,2023-09-23,3.8,Credit Card
4052,Vest,91.0,2023-06-22,4.0,Cash
4081,Swimsuit,41.0,2023-09-22,2.6,Credit Card
4062,Blazer,73.0,2023-08-14,1.8,Cash
4044,Swimsuit,,2023-06-16,,Cash
3998,Belt,,2023-06-05,4.5,Credit Card
3983,Hat,167.0,2023-04-24,2.1,Credit Card
4012,Polo Shirt,50.0,2022-10-14,3.1,Credit Card
3996,Sneakers,157.0,2023-03-12,4.7,Credit Card
4085,Skirt,58.0,2023-08-24,4.8,Credit Card
4013,Bowtie,137.0,2023-03-16,4.5,Cash
4005,Wallet,129.0,2022-10-13,3.3,Credit Card
4100,Bowtie,88.0,2023-09-10,,Credit Card
4114,Coat,33.0,2023-08-24,2.8,Credit Card
4091,Blouse,139.0,2023-03-05,,Credit Card
4093,Raincoat,71.0,2023-07-21,3.7,Cash
4098,Poncho,100.0,2022-12-11,3.0,Cash
3986,Belt,,2022-12-12,4.9,Cash
4063,T-shirt,162.0,2022-12-01,1.9,Credit Card
4074,Raincoat,177.0,2023-09-22,1.9,Cash
3976,Romper,83.0,2023-05-23,,Credit Card
3986,Socks,37.0,2022-11-01,1.1,Credit Card
3990,Shorts,77.0,2023-02-13,4.4,Credit Card
3961,Socks,113.0,2023-08-29,3.2,Cash
4079,Cardigan,112.0,2023-07-16,2.6,Cash
4046,Dress,,2023-05-06,3.3,Credit Card
4036,Blouse,102.0,2023-09-25,4.6,Cash
4049,Vest,28.0,2022-11-10,4.0,Credit Card
3992,Tie,125.0,2023-07-08,4.9,Cash
4070,Poncho,81.0,2023-04-25,2.1,Cash
4109,Trousers,169.0,2023-09-16,4.6,Credit Card
4090,Dress,40.0,2023-05-16,2.3,Credit Card
4044,Coat,,2022-10-17,4.8,Cash
4001,Wallet,,2023-04-28,4.4,Credit Card
4034,Socks,96.0,2023-04-20,2.0,Credit Card
3964,Onesie,103.0,2023-01-15,1.5,Cash
3987,Wallet,60.0,2023-01-05,4.1,Cash
4013,Sneakers,112.0,2022-11-02,2.9,Credit Card
3989,Shorts,21.0,2022-11-06,4.2,Credit Card
3993,Tie,,2023-04-25,3.9,Credit Card
4015,Kimono,131.0,2022-12-24,3.6,Cash
4035,Sun Hat,48.0,2023-07-24,4.9,Credit Card
3989,Kimono,141.0,2023-09-13,3.3,Credit Card
4010,Umbrella,,2022-10-09,,Credit Card
3990,Romper,91.0,2023-06-01,3.0,Cash
3977,Blouse,,2023-01-08,4.8,Credit Card
4065,Leggings,199.0,2023-07-26,3.2,Credit Card
3985,Tunic,161.0,2023-07-26,1.2,Cash
3976,Tunic,140.0,2022-12-31,4.5,Credit Card
3961,Jumpsuit,191.0,2023-06-19,3.7,Cash
4080,Vest,131.0,2023-08-13,,Credit Card
4067,Trench Coat,104.0,2022-11-12,3.3,Credit Card
3967,Camisole,38.0,2023-09-11,3.9,Credit Card
4007,Poncho,159.0,2023-07-19,3.0,Cash
3984,Pajamas,195.0,2023-07-03,4.8,Cash
3965,Blouse,171.0,2022-12-22,1.9,Cash
4088,Shorts,,2023-06-10,3.2,Cash
4108,Skirt,177.0,2022-12-02,2.3,Cash
3972,Jeans,158.0,2023-07-16,4.5,Cash
4077,Blouse,194.0,2022-12-19,1.6,Credit Card
3987,Pants,,2023-05-04,3.7,Cash
4021,Raincoat,144.0,2023-09-26,1.0,Cash
3968,Trench Coat,168.0,2023-03-16,3.8,Cash
3973,T-shirt,107.0,2023-01-14,1.5,Credit Card
4034,Jumpsuit,,2023-01-29,3.5,Credit Card
3959,Umbrella,18.0,2023-05-27,3.9,Credit Card
3981,Boots,189.0,2022-11-17,2.0,Credit Card
3988,Sweater,,2023-05-24,4.0,Credit Card
4111,Umbrella,,2022-10-05,1.7,Credit Card
4009,Trousers,48.0,2023-07-02,3.0,Credit Card
4107,Belt,62.0,2023-05-06,1.4,Credit Card
4008,Loafers,166.0,2023-03-08,3.3,Credit Card
4004,Poncho,198.0,2023-08-10,2.5,Cash
4046,T-shirt,190.0,2023-02-13,3.8,Cash
3964,Belt,,2022-12-28,2.4,Credit Card
3980,Onesie,93.0,2023-04-27,,Cash
3994,Cardigan,132.0,2023-07-29,3.8,Credit Card
4028,Cardigan,90.0,2023-02-28,3.0,Credit Card
4105,Kimono,127.0,2022-12-21,2.6,Credit Card
4046,Hoodie,97.0,2022-10-17,4.9,Cash
4047,Tunic,183.0,2023-01-15,2.4,Cash
3998,Belt,194.0,2023-09-23,3.1,Credit Card
4085,Boots,187.0,2023-07-31,,Cash
4113,Flip-Flops,133.0,2023-07-03,4.9,Credit Card
4018,Pants,,2023-09-18,,Cash
4086,Camisole,152.0,2023-09-07,1.7,Credit Card
4102,Trench Coat,86.0,2023-01-30,3.1,Cash
3974,Hat,190.0,2022-11-15,,Credit Card
3982,Boots,190.0,2023-09-12,1.1,Cash
4105,Sneakers,132.0,2023-01-31,3.3,Credit Card
3960,Jumpsuit,194.0,2023-03-18,4.8,Cash
4092,Shorts,41.0,2023-03-05,3.5,Credit Card
4012,Sandals,149.0,2023-09-18,1.9,Credit Card
4006,Tank Top,111.0,2023-08-25,4.5,Credit Card
4029,Boots,47.0,2023-08-05,3.4,Credit Card
4000,Wallet,83.0,2023-09-21,4.6,Cash
4094,Belt,30.0,2022-10-11,4.5,Cash
3958,Socks,123.0,2022-11-28,1.6,Cash
3982,Onesie,132.0,2023-02-23,1.1,Cash
4011,Romper,147.0,2023-04-03,,Credit Card
4086,Skirt,153.0,2023-07-18,4.8,Credit Card
4078,Tank Top,45.0,2023-08-10,4.2,Credit Card
4050,Camisole,,2023-05-04,2.2,Cash
4107,Trench Coat,71.0,2023-05-20,1.7,Cash
4004,Flip-Flops,181.0,2022-10-15,4.6,Credit Card
4069,Hat,67.0,2023-04-14,3.4,Cash
3984,Socks,23.0,2023-08-04,4.7,Credit Card
4003,Slippers,,2023-01-01,4.7,Cash
4047,Handbag,130.0,2022-11-03,2.6,Credit Card
4054,Handbag,,2023-08-13,1.5,Credit Card
4065,Pants,11.0,2023-03-25,2.4,Credit Card
4011,Gloves,50.0,2023-07-04,2.0,Credit Card
4088,Shorts,131.0,2023-05-14,1.8,Cash
4015,Blouse,61.0,2023-01-07,2.4,Credit Card
4061,Vest,83.0,2022-10-03,4.7,Cash
3985,Dress,175.0,2023-04-08,4.6,Credit Card
4037,Sneakers,,2023-02-11,4.4,Cash
3988,Socks,176.0,2023-08-08,,Cash
4076,Pants,146.0,2023-06-30,3.7,Credit Card
3985,Belt,19.0,2022-12-24,3.1,Cash
4090,Jeans,54.0,2023-02-18,3.1,Cash
3991,Flip-Flops,55.0,2023-01-28,3.2,Cash
4083,Socks,19.0,2023-07-16,2.3,Credit Card
4049,Hoodie,111.0,2023-06-21,1.8,Cash
4030,Sweater,57.0,2023-02-21,2.7,Cash
4099,Pajamas,84.0,2023-09-04,1.3,Cash
3967,Tie,12.0,2023-02-04,,Credit Card
3978,Flannel Shirt,164.0,2022-10-29,3.2,Cash
4040,Blazer,,2023-09-24,2.2,Cash
4083,Tank Top,82.0,2022-12-16,4.1,Cash
3986,Handbag,174.0,2023-09-22,3.8,Credit Card
4055,Gloves,136.0,2023-09-14,1.2,Credit Card
4029,Gloves,44.0,2022-11-09,2.2,Credit Card
4073,Trousers,129.0,2023-05-28,4.6,Cash
4110,Belt,38.0,2023-07-04,3.6,Credit Card
4036,Onesie,197.0,2022-11-28,3.1,Cash
4070,Sweater,75.0,2023-05-02,,Cash
4014,Trench Coat,13.0,2023-05-31,1.8,Credit Card
4098,Belt,85.0,2023-06-16,1.2,Credit Card
4061,Backpack,59.0,2022-10-04,4.5,Cash
4031,Sweater,,2023-04-17,3.1,Cash
4066,Blazer,113.0,2023-08-22,2.5,Cash
4005,Shorts,141.0,2023-04-12,4.6,Cash
3974,Sneakers,112.0,2023-08-26,,Credit Card
4078,Swimsuit,57.0,2023-02-17,4.6,Credit Card
4051,Sneakers,132.0,2023-09-06,1.3,Cash
4002,Raincoat,73.0,2023-01-23,1.8,Credit Card
3960,Romper,,2023-09-14,1.1,Cash
4082,Tie,124.0,2022-11-29,1.8,Cash
3983,Boots,94.0,2023-03-26,4.7,Cash
4058,Leggings,195.0,2023-08-28,,Cash
4069,Sweater,76.0,2023-06-29,4.3,Credit Card
4090,Hat,187.0,2023-07-25,4.9,Credit Card
3978,Dress,180.0,2022-10-28,4.3,Cash
3987,T-shirt,,2022-11-23,4.4,Credit Card
3993,Sweater,113.0,2023-04-14,,Credit Card
4058,Wallet,190.0,2023-08-31,2.0,Credit Card
4059,Poncho,186.0,2023-02-08,4.5,Cash
4108,Leggings,,2023-07-26,3.3,Credit Card
3983,Scarf,85.0,2023-09-03,3.5,Cash
4000,Cardigan,66.0,2022-12-13,4.5,Credit Card
3973,Onesie,44.0,2023-09-01,2.1,Credit Card
4050,Sneakers,126.0,2023-06-20,2.7,Credit Card
4007,Loafers,165.0,2022-11-18,2.1,Cash
4043,Skirt,189.0,2023-03-19,4.3,Credit Card
4008,Belt,130.0,2022-10-02,3.4,Credit Card
4109,Hat,180.0,2023-01-12,2.6,Credit Card
4060,Sandals,73.0,2023-05-19,2.8,Credit Card
3988,Kimono,162.0,2022-10-25,1.9,Cash
4016,Swimsuit,30.0,2022-11-29,1.5,Credit Card
4065,Trousers,145.0,2023-06-02,3.0,Credit Card
4084,Blazer,29.0,2022-10-29,2.3,Credit Card
4028,Shorts,38.0,2023-08-04,2.0,Cash
4105,Skirt,,2022-12-20,4.7,Cash
4108,Wallet,139.0,2023-05-01,3.1,Cash
4026,T-shirt,147.0,2023-08-20,3.3,Cash
4121,Umbrella,,2023-03-03,1.5,Cash
4059,Sun Hat,143.0,2022-10-23,4.5,Credit Card
4048,Jumpsuit,184.0,2023-05-18,3.2,Cash
4078,Blouse,159.0,2022-10-26,1.5,Credit Card
4111,Trousers,140.0,2023-01-14,2.9,Credit Card
4060,Swimsuit,24.0,2022-10-17,1.9,Credit Card
4081,Poncho,141.0,2023-06-21,1.7,Cash
4087,Swimsuit,154.0,2023-08-20,4.2,Cash
4028,Poncho,,2023-07-05,3.5,Cash
3994,Jumpsuit,88.0,2022-10-18,1.6,Credit Card
4073,Slippers,111.0,2023-06-24,1.2,Credit Card
3984,Flannel Shirt,10.0,2023-08-25,4.1,Credit Card
3988,Loafers,158.0,2022-11-04,1.8,Credit Card
4021,Swimsuit,,2023-05-22,3.3,Cash
4082,Boots,189.0,2022-12-22,2.4,Cash
4084,Backpack,,2023-04-25,4.7,Credit Card
4016,Sneakers,27.0,2022-12-17,1.8,Cash
4117,Scarf,130.0,2023-06-29,2.6,Cash
3991,Slippers,,2022-12-25,2.2,Cash
3964,Pajamas,44.0,2023-08-05,,Cash
3982,Hoodie,196.0,2023-05-02,1.8,Cash
3970,Skirt,117.0,2023-07-10,2.8,Credit Card
3974,Blouse,107.0,2022-12-30,1.3,Credit Card
4084,Handbag,106.0,2023-08-31,3.1,Cash
3963,Poncho,184.0,2023-03-02,1.6,Credit Card
4002,Loafers,148.0,2023-03-04,1.2,Credit Card
4054,Shorts,,2023-06-28,2.6,Credit Card
4111,Dress,40.0,2023-03-18,3.5,Cash
4040,Slippers,,2022-10-17,4.7,Cash
3996,Backpack,145.0,2023-09-05,1.6,Cash
4034,Socks,,2022-10-11,1.9,Credit Card
4116,Socks,10.0,2023-05-24,3.3,Credit Card
4116,Romper,86.0,2022-12-16,4.1,Cash
3981,Bowtie,194.0,2023-06-23,1.9,Credit Card
3976,Skirt,146.0,2023-06-18,3.3,Credit Card
4090,Jacket,68.0,2023-09-04,,Credit Card
4083,Polo Shirt,98.0,2023-07-25,4.6,Credit Card
4076,Flip-Flops,,2023-03-24,3.6,Credit Card
4008,Trousers,,2023-07-18,3.5,Credit Card
4032,Blazer,38.0,2023-01-04,4.0,Credit Card
4084,Camisole,,2023-08-26,3.5,Credit Card
4082,Onesie,167.0,2023-08-29,5.0,Cash
4086,Tunic,14.0,2023-05-29,4.7,Credit Card
4023,Socks,27.0,2023-08-21,3.1,Cash
4095,Polo Shirt,,2023-02-20,1.6,Cash
4044,Camisole,,2022-11-16,1.7,Cash
4095,Pants,190.0,2022-11-09,5.0,Cash
4096,Dress,72.0,2023-05-04,2.5,Cash
3961,Blouse,112.0,2023-07-05,,Cash
3965,Socks,148.0,2022-10-03,1.6,Cash
4067,Tie,24.0,2023-05-06,3.8,Cash
3987,Sun Hat,,2023-08-01,1.9,Credit Card
4055,Romper,69.0,2023-09-17,4.4,Credit Card
4072,Sandals,197.0,2022-11-28,4.8,Credit Card
4037,Tunic,157.0,2023-08-05,2.7,Credit Card
4053,Sun Hat,182.0,2023-04-17,2.8,Cash
4070,Raincoat,70.0,2022-11-27,2.5,Cash
4074,Swimsuit,46.0,2022-12-28,2.6,Cash
3966,Bowtie,143.0,2023-05-31,1.8,Cash
3965,Handbag,86.0,2023-04-27,1.8,Cash
4002,Romper,152.0,2023-04-20,4.5,Cash
4099,Shorts,198.0,2022-12-08,3.5,Cash
4034,Belt,170.0,2022-10-09,3.2,Cash
3999,Jacket,152.0,2023-07-14,2.6,Cash
4082,Onesie,98.0,2022-10-18,1.9,Cash
4067,Tie,181.0,2023-06-30,1.4,Cash
3991,Flannel Shirt,144.0,2022-12-09,2.2,Cash
4036,Trench Coat,116.0,2022-10-10,4.1,Credit Card
4056,Jeans,86.0,2023-02-01,1.2,Cash
4081,Coat,147.0,2023-08-17,3.2,Credit Card
3985,Loafers,67.0,2022-12-02,2.5,Cash
4102,Sneakers,191.0,2023-05-23,1.7,Cash
4082,Tank Top,,2022-10-31,3.8,Cash
4098,Blouse,24.0,2023-08-23,3.7,Credit Card
4095,Cardigan,116.0,2022-12-30,4.0,Cash
4103,Dress,44.0,2023-05-05,1.6,Cash
4077,Sunglasses,75.0,2023-01-09,4.1,Credit Card
4078,Sweater,175.0,2023-09-11,2.6,Credit Card
4100,Tank Top,,2023-02-14,4.5,Cash
3997,Socks,104.0,2023-02-22,4.7,Credit Card
4086,Poncho,,2023-02-16,4.7,Cash
3971,Vest,58.0,2023-01-21,3.9,Cash
4057,Kimono,,2023-03-17,3.7,Credit Card
4024,Umbrella,164.0,2023-08-02,1.3,Cash
4083,Polo Shirt,28.0,2023-04-15,,Credit Card
4108,Trench Coat,,2023-08-20,1.2,Credit Card
4053,Jacket,195.0,2023-08-31,2.3,Cash
4114,Coat,65.0,2023-01-04,1.8,Cash
4047,Bowtie,95.0,2023-08-26,1.9,Cash
4029,Tunic,13.0,2023-02-08,2.5,Credit Card
4039,Trench Coat,58.0,2023-03-22,3.3,Cash
3972,Pajamas,40.0,2023-06-26,2.9,Cash
3964,Sun Hat,132.0,2023-09-15,2.2,Credit Card
4108,Jumpsuit,188.0,2023-06-07,3.2,Credit Card
3968,Pajamas,62.0,2022-10-05,1.6,Cash
3989,Vest,71.0,2022-11-12,3.1,Credit Card
4050,Loafers,82.0,2023-01-01,1.6,Cash
4046,Sneakers,146.0,2022-10-07,2.9,Credit Card
4106,Scarf,88.0,2023-03-02,3.8,Cash
3963,Hat,141.0,2023-09-05,4.9,Credit Card
4117,T-shirt,129.0,2023-09-03,1.6,Credit Card
4044,Coat,,2022-12-14,4.0,Cash
4054,Sunglasses,130.0,2023-03-03,2.5,Cash
3981,Scarf,91.0,2022-12-24,1.7,Credit Card
4066,Slippers,104.0,2023-09-03,,Credit Card
4045,Tank Top,21.0,2023-04-11,4.3,Cash
4048,T-shirt,66.0,2023-01-20,3.3,Cash
4062,Trench Coat,14.0,2023-04-28,4.6,Credit Card
4046,Overalls,159.0,2023-08-03,4.8,Credit Card
3971,Trench Coat,116.0,2022-10-11,4.5,Credit Card
4019,Romper,60.0,2023-07-28,4.5,Cash
4020,Camisole,107.0,2022-11-17,,Cash
4017,Flannel Shirt,72.0,2022-12-20,2.2,Credit Card
4122,Sandals,177.0,2023-01-24,1.6,Cash
4036,Blazer,96.0,2023-05-24,4.2,Cash
4108,Gloves,135.0,2023-04-06,4.8,Credit Card
3978,Cardigan,174.0,2023-02-06,3.8,Credit Card
3973,Romper,127.0,2022-10-06,1.3,Cash
4035,Sneakers,,2023-01-03,4.2,Cash
3986,Sun Hat,53.0,2023-07-11,,Cash
4043,Shorts,,2023-02-15,2.7,Cash
4000,Coat,57.0,2023-07-20,4.4,Cash
3962,Gloves,148.0,2023-05-21,2.1,Cash
4094,Dress,25.0,2023-04-27,4.7,Cash
4040,Polo Shirt,29.0,2023-09-27,4.6,Cash
3966,Boots,181.0,2022-11-01,,Credit Card
4074,Cardigan,,2023-02-06,2.2,Cash
4065,Dress,,2023-08-10,2.7,Cash
4102,Handbag,,2023-04-12,,Cash
4088,Pants,27.0,2023-08-30,4.0,Cash
4064,Sneakers,12.0,2023-05-19,1.3,Credit Card
4025,Blouse,126.0,2022-10-02,1.5,Cash
3962,Sneakers,168.0,2022-12-08,3.5,Cash
4077,Sweater,167.0,2023-03-01,1.1,Credit Card
4107,Backpack,178.0,2023-02-03,4.6,Cash
3962,Boots,11.0,2023-04-12,1.1,Credit Card
4038,Scarf,115.0,2023-03-13,3.8,Cash
4053,Polo Shirt,,2022-12-09,4.2,Credit Card
4103,Shorts,80.0,2023-09-20,4.1,Credit Card
4056,T-shirt,83.0,2023-03-08,2.4,Cash
4039,Backpack,,2022-10-23,3.9,Cash
4103,Raincoat,182.0,2023-03-31,3.0,Cash
3982,Handbag,55.0,2023-04-01,4.7,Cash
4082,Loafers,,2023-01-23,1.3,Credit Card
3982,Swimsuit,,2023-09-24,2.3,Cash
4009,Leggings,,2023-05-07,1.5,Cash
4043,Hoodie,,2023-02-09,4.2,Cash
4084,Romper,100.0,2023-06-15,1.3,Credit Card
4085,Sun Hat,111.0,2022-11-11,1.6,Credit Card
4043,Sandals,,2023-09-25,4.1,Credit Card
3999,Camisole,127.0,2023-07-01,1.0,Credit Card
4114,Blouse,188.0,2023-05-15,,Credit Card
4033,Tie,185.0,2023-04-08,4.5,Cash
4050,Flip-Flops,30.0,2023-02-21,1.6,Cash
4068,Cardigan,176.0,2023-09-14,4.5,Credit Card
4008,Leggings,33.0,2022-10-10,4.5,Cash
4084,Sweater,106.0,2023-02-03,1.4,Credit Card
4119,Handbag,24.0,2023-04-24,3.8,Cash
3976,T-shirt,189.0,2023-09-26,4.0,Credit Card
4094,Raincoat,,2023-02-18,,Credit Card
4011,Gloves,121.0,2023-06-20,,Credit Card
4030,Camisole,94.0,2023-07-08,1.0,Credit Card
4024,Sneakers,34.0,2022-12-16,1.9,Credit Card
3969,Hat,20.0,2022-12-01,,Cash
4033,Sandals,187.0,2023-03-31,,Credit Card
4103,Jeans,131.0,2023-07-20,3.1,Credit Card
4059,Polo Shirt,29.0,2023-05-21,1.8,Credit Card
4014,Wallet,81.0,2023-06-14,3.4,Credit Card
4116,Jumpsuit,154.0,2023-02-06,2.2,Cash
3980,Jumpsuit,55.0,2023-06-24,4.5,Credit Card
4105,Slippers,90.0,2023-04-09,,Cash
3981,Skirt,,2023-02-20,1.0,Cash
4108,Camisole,46.0,2023-10-01,1.8,Cash
4043,Poncho,192.0,2023-04-24,3.2,Cash
4026,Tank Top,29.0,2023-04-30,3.8,Credit Card
3974,Pajamas,154.0,2022-12-18,1.3,Cash
4102,Backpack,109.0,2023-01-11,2.3,Cash
4092,Sandals,148.0,2022-12-06,1.6,Cash
4078,Handbag,199.0,2023-01-28,3.4,Cash
4066,Handbag,,2023-05-09,3.0,Cash
4010,Loafers,195.0,2022-10-21,2.7,Credit Card
4045,Sun Hat,,2023-04-15,3.9,Credit Card
3976,Scarf,98.0,2023-04-26,3.6,Credit Card
4034,Bowtie,,2023-05-27,2.0,Credit Card
4086,Gloves,29.0,2023-08-07,1.3,Credit Card
4033,Leggings,167.0,2023-08-17,,Credit Card
4067,Sneakers,111.0,2023-06-29,3.9,Cash
4095,Scarf,93.0,2023-04-28,4.3,Cash
4037,Slippers,,2023-02-24,,Cash
4008,Handbag,125.0,2023-07-28,3.9,Cash
4063,Tunic,101.0,2022-11-08,,Cash
4059,Vest,106.0,2022-12-07,1.4,Credit Card
4021,Pants,184.0,2023-04-10,4.7,Credit Card
4116,Bowtie,107.0,2023-07-26,3.7,Credit Card
4088,Gloves,,2023-03-09,1.3,Credit Card
4073,Camisole,73.0,2023-07-19,4.4,Credit Card
4097,Camisole,31.0,2023-06-07,4.0,Credit Card
4003,Belt,107.0,2023-09-08,3.0,Cash
3961,Swimsuit,172.0,2022-12-30,2.3,Credit Card
4117,Pants,,2022-12-10,1.8,Credit Card
4089,Onesie,102.0,2022-10-27,1.2,Credit Card
4004,Hoodie,,2023-02-10,2.9,Credit Card
4104,Kimono,,2023-01-05,4.7,Cash
4084,Hat,102.0,2023-08-07,4.9,Cash
4011,Overalls,36.0,2023-06-27,4.6,Cash
4076,Hat,,2023-04-18,1.6,Cash
4025,Hat,,2023-01-04,2.7,Cash
4120,Socks,152.0,2022-12-25,,Credit Card
4093,Sunglasses,36.0,2023-04-30,2.3,Cash
4114,Kimono,,2023-07-17,3.5,Cash
4068,Camisole,33.0,2023-08-15,1.1,Cash
4101,Hat,93.0,2022-12-06,3.6,Credit Card
4117,Backpack,13.0,2022-10-07,3.4,Cash
3972,Cardigan,109.0,2023-04-16,1.4,Credit Card
4090,Jeans,195.0,2023-05-03,1.6,Credit Card
4008,Blazer,72.0,2023-04-23,1.1,Credit Card
4050,Coat,53.0,2022-11-08,2.2,Cash
4075,Hat,53.0,2023-05-22,3.2,Cash
3994,Vest,,2023-07-20,2.9,Cash
4018,Umbrella,136.0,2023-07-27,2.7,Credit Card
3995,Loafers,,2023-04-28,1.6,Cash
4033,Socks,,2022-12-31,1.2,Cash
4068,Jacket,86.0,2023-01-06,1.3,Cash
4062,Pants,29.0,2023-03-27,2.9,Cash
4038,Jacket,73.0,2023-04-13,1.9,Credit Card
3973,Belt,136.0,2023-08-10,4.2,Credit Card
4119,Boots,60.0,2023-07-31,1.1,Credit Card
4009,Overalls,44.0,2023-08-05,1.6,Credit Card
4062,Backpack,111.0,2023-09-03,3.7,Cash
4025,Vest,168.0,2022-12-20,1.5,Credit Card
4030,Skirt,94.0,2023-07-30,2.1,Credit Card
4122,Camisole,120.0,2023-08-06,4.2,Cash
3998,Flannel Shirt,176.0,2023-07-09,2.5,Credit Card
4022,Blouse,44.0,2023-02-05,1.3,Credit Card
4110,Camisole,164.0,2023-01-20,2.7,Cash
4017,Tunic,61.0,2023-03-15,2.3,Credit Card
4060,T-shirt,55.0,2023-07-12,4.5,Credit Card
4018,Loafers,91.0,2023-06-03,4.7,Credit Card
3986,Skirt,187.0,2023-04-24,4.1,Credit Card
3995,Pajamas,157.0,2023-07-13,3.3,Credit Card
4006,Pajamas,93.0,2023-06-22,1.8,Cash
3964,Jeans,110.0,2023-05-27,2.3,Cash
4019,Shorts,154.0,2023-09-30,4.9,Cash
4036,T-shirt,,2023-06-12,3.4,Credit Card
4075,Tunic,56.0,2023-05-20,4.3,Cash
4081,Backpack,150.0,2023-08-10,2.9,Cash
4100,Dress,,2023-01-05,,Credit Card
4068,Blouse,191.0,2023-04-10,1.4,Credit Card
4065,Boots,84.0,2023-05-12,3.5,Credit Card
4122,Jumpsuit,27.0,2022-10-08,,Cash
3966,Hoodie,114.0,2023-03-05,3.4,Credit Card
4008,Sneakers,45.0,2022-12-03,4.8,Cash
